player,-4,1
accepted,0,3
brick,-4,0
brick,-2,1
brick,-3,1
brick,-3,-1
brick,-2,5
brick,-2,4
brick,-2,3
brick,-2,0
brickstep,-2,-1
brick,-1,5
brick,-1,4
brick,-1,3
brick,-1,1
brick,-1,0
brickstep,-1,-1
brick,0,5
brick,0,4
brick,0,1
brick,0,-1
brickstep,0,0
brickstep,0,-1
brick,1,5
brick,1,4
brick,1,3
brick,1,2
brick,1,1
brick,1,0
brick,-4,-2
brick,-3,-2
brick,-2,-2
brick,-1,-2
brick,0,-2
brick,1,-2
brick,2,-2
brick,3,-2
brick,4,-2
brick,-4,-3
brick,-3,-3
brick,-2,-3
brick,-1,-3
brick,0,-3
brick,1,-3
brick,2,-3
brick,3,-3
brick,4,-3
brickstep,1,-1
chpater1-11,looks like a cave!
