player,0,6
accepted,0,6
brick,-7,12
brick,-6,12
brick,-5,12
brick,-4,12
brick,-3,12
brick,-2,12
brick,-1,12
brick,0,12
brick,1,12
brick,2,12
brick,3,12
brick,4,12
brick,5,12
brick,6,12
brick,7,12
brick,-7,11
brick,-6,11
brick,-5,11
brick,-4,11
brick,-3,11
brick,-2,11
brick,-1,11
brick,0,11
brick,1,11
brick,2,11
brick,3,11
brick,4,11
brick,5,11
brick,6,11
brick,7,11
brick,-7,10
brick,-7,9
brick,-7,8
brick,-7,7
brick,-7,6
brick,-7,5
brick,-7,4
brick,-7,3
brick,-7,2
brick,-7,1
brick,-7,0
brick,-7,-1
brick,-7,-2
brick,7,10
brick,7,9
brick,7,8
brick,7,7
brick,7,6
brick,7,5
brick,7,4
brick,7,3
brick,7,2
brick,7,1
brick,7,0
brick,7,-1
brick,7,-2
brick,-6,-1
brick,-5,-1
brick,-4,-1
brick,-3,-1
brick,-2,-1
brick,-1,-1
brick,0,-1
brick,1,-1
brick,2,-1
brick,3,-1
brick,4,-1
brick,5,-1
brick,6,-1
brick,-6,-2
brick,-5,-2
brick,-4,-2
brick,-3,-2
brick,-2,-2
brick,-1,-2
brick,0,-2
brick,1,-2
brick,2,-2
brick,3,-2
brick,4,-2
brick,5,-2
brick,6,-2
brickstep,-5,10
brick,-2,10
brick,4,10
brick,5,10
brick,6,10
brick,-2,9
brick,-1,9
brick,0,9
brick,3,9
brick,6,9
brick,-2,8
brick,-1,8
brick,0,8
brick,1,8
brick,-4,9
brick,-4,7
brick,-3,7
brick,-2,7
brick,-1,7
brick,0,7
brick,1,7
brick,2,7
brick,3,7
brickstep,5,7
brickstep,6,7
brick,-4,6
brick,-3,6
brick,-1,6
brick,2,6
brick,3,6
brick,6,6
brickstep,-1,6
brick,-1,5
brick,0,5
brick,1,5
brick,6,5
brick,-6,4
brick,-5,4
brick,-3,4
brick,-2,4
brick,-1,4
brick,0,4
brick,1,4
brick,3,4
brick,6,4
brickstep,3,4
brick,-6,3
brick,-5,3
brick,-3,3
brick,-2,3
brick,-1,3
brick,5,3
brickstep,6,3
brick,-6,2
brick,-5,2
brick,-3,2
brick,-2,2
brick,-1,2
brick,1,2
brick,5,2
brick,6,2
brick,4,2
brick,1,1
brick,2,1
brick,4,1
brick,5,1
brick,6,1
brick,1,0
brick,2,0
clonespawner,1,6
clonespawn,-5,0
chapter 2-13,use clone as block,
