player,-4,3
accepted,-4,3
brick,-4,4
brickstep,-4,4
brick,-4,2
brickstep,-4,1
brickstep,-4,-1
brick,-3,4
brick,-3,3
brick,-3,1
brick,-3,0
brickstep,-2,3
brick,-2,1
brick,-2,0
brick,-2,-1
upobj,-1,2
upstep,-1,2
brick,0,4
brick,0,3
brick,0,1
brick,0,0
brick,0,-1
leftobj,1,2
leftstep,2,2
upobj,2,3
brick,2,1
brick,2,0
brick,2,-1
brick,3,0
brick,3,-1
brickstep,4,-1
brick,-4,-2
brick,-4,-3
brick,-3,-2
brick,-3,-3
brick,-2,-2
brick,-2,-3
brick,-1,-2
brick,-1,-3
brick,-4,5
brick,-4,6
brick,-3,5
brick,-3,6
brick,-2,5
brick,-2,6
brick,-1,5
brick,-1,6
brick,0,-2
brick,0,-3
brick,1,-2
brick,1,-3
brick,2,-2
brick,2,-3
brick,3,-2
brick,3,-3
brick,0,5
brick,0,6
brick,1,5
brick,1,6
brick,2,5
brick,2,6
brick,3,5
brick,3,6
brick,4,-2
brick,4,-3
brick,4,5
brick,4,6
upstep,-1,1
chapter 2-7,narrow,
