player,0,3
accepted,1,4
brick,-4,-2
brick,-4,-3
brick,-3,-2
brick,-3,-3
brick,-2,-2
brick,-2,-3
brick,-2,3
brickstep,-2,-1
brickstep,-2,5
brick,-1,-2
brick,-1,-1
brick,-1,0
brick,-1,3
brick,-1,-3
brickstep,-1,1
brick,0,-3
brick,0,-2
brick,0,0
brick,0,2
brickstep,0,-1
upobj,0,4
upstep,0,4
brick,1,-3
brick,1,-2
brick,1,-1
brick,1,0
brick,1,3
brickstep,1,1
brickstep,2,-1
brickstep,2,5
brick,2,-3
brick,2,-2
brick,2,3
brick,3,-3
brick,3,-2
brick,4,-3
brick,4,-2
brick,-4,-1
brick,-4,0
brick,-4,1
brick,-4,2
brick,-4,3
brick,-4,4
brick,-4,5
brick,-4,6
brick,-4,7
brick,-3,-1
brick,-3,0
brick,-3,1
brick,-3,2
brick,-3,3
brick,-3,4
brick,-3,5
brick,-3,6
brick,-3,7
brick,-2,6
brick,-2,7
brick,-1,6
brick,-1,7
brick,0,6
brick,0,7
brick,1,6
brick,1,7
brick,2,6
brick,2,7
brick,3,-1
brick,3,0
brick,3,1
brick,3,2
brick,3,3
brick,3,4
brick,3,5
brick,3,6
brick,3,7
brick,4,-1
brick,4,0
brick,4,1
brick,4,2
brick,4,3
brick,4,4
brick,4,5
brick,4,6
brick,4,7
stage2-2,Don't Go Up
