player,0,4
accepted,-3,2
brick,-4,6
brick,-4,5
brick,-4,4
brick,-4,3
brick,-4,2
brickstep,-3,6
brickstep,-3,4
brick,-2,6
brick,-2,5
brick,-2,4
brick,-2,3
brick,-2,2
brick,-1,5
brick,-1,4
brick,-1,3
clonespawn,0,7
brick,0,5
brick,0,3
clonespawner,0,2
brick,0,0
brick,1,5
brick,1,4
brick,1,3
brick,2,6
brick,2,5
brick,2,4
brick,2,3
brick,2,2
brickstep,3,5
brickstep,3,2
brick,4,6
brick,4,5
brick,4,4
brick,4,3
brick,4,2
brick,-1,2
brick,1,2
brick,-5,0
brick,-4,0
brick,-3,0
brick,-2,0
brick,-1,0
brick,1,0
brick,2,0
brick,3,0
brick,4,0
brick,5,0
brick,-5,-1
brick,-4,-1
brick,-3,-1
brick,-2,-1
brick,-1,-1
brick,1,-1
brick,2,-1
brick,3,-1
brick,4,-1
brick,5,-1
brick,-4,1
brick,-5,10
brick,-5,9
brick,-5,8
brick,-5,7
brick,-5,6
brick,-5,5
brick,-5,4
brick,-5,3
brick,-5,2
brick,5,10
brick,5,9
brick,5,8
brick,5,7
brick,5,6
brick,5,5
brick,5,4
brick,5,3
brick,5,2
brick,5,1
brick,-4,10
brick,-4,9
brick,-4,8
brick,-4,7
brick,4,10
brick,4,9
brick,4,8
brick,4,7
brick,4,1
brick,0,-1
brick,-3,10
brick,-2,10
brick,-1,10
brick,0,10
brick,1,10
brick,2,10
brick,3,10
brick,-3,9
brick,-2,9
brick,-1,9
brick,0,9
brick,1,9
brick,2,9
brick,3,9
chapter 2-11,be careful using clone,
