player,2,10
accepted,2,11
brick,2,13
brick,3,13
brick,1,12
brick,2,12
brick,3,12
brick,4,12
brick,-3,11
brick,-2,11
brick,0,11
brick,1,11
brick,4,11
brick,5,11
brick,-4,10
brick,-3,10
brick,-2,10
brick,0,10
brick,1,10
brick,5,10
brick,-4,9
brick,-3,9
brick,1,9
brick,2,9
brick,3,9
brick,4,9
brickstep,-1,11
brickstep,-1,10
brickstep,-2,9
brickstep,-1,9
brickstep,0,9
brickstep,-3,8
brickstep,-2,8
brickstep,-1,8
brickstep,0,8
brickstep,1,8
brick,-5,8
brick,-4,8
brick,2,8
brick,3,8
brick,-5,7
brick,-4,7
brick,0,6
brickstep,-3,7
rightstep,-2,7
rightobj,-2,7
upobj,-1,7
upstep,-1,7
downstep,-2,6
leftobj,-1,6
leftstep,-1,6
brick,-5,6
brick,-4,6
brick,-5,5
brick,-4,5
brick,-3,5
brick,-1,5
brick,1,5
brick,2,5
brick,3,5
brick,-4,4
brick,-3,4
brick,-2,4
brick,2,4
brick,4,4
brick,-3,3
brick,-2,3
brick,1,3
brick,3,3
brickstep,-3,7
downobj,2,3
clonespawn,-1,3
clonespawn,-3,6
clonespawn,2,1
clonespawner,3,10
brick,-1,2
brick,2,2
brick,-1,1
brick,4,8
brick,5,9
brick,6,11
brick,6,10
brick,6,9
brick,-2,8
chapter 2-15,multiple clones!,
