player,0,2
accepted,0,2
brickstep,-2,1
brickstep,-1,4
brick,-3,-1
brick,-3,0
brick,-3,1
brick,-3,2
brick,-3,3
brick,-3,4
brick,-3,5
brick,-2,-1
brick,-2,3
brick,-2,5
brick,-1,-1
brick,-1,0
brick,-1,1
brick,-1,2
brick,-1,3
brick,-1,5
brickstep,-2,2
brickstep,0,0
brickstep,0,4
brick,0,-1
brick,0,1
brick,0,3
brick,0,5
brick,1,1
brick,1,2
brick,1,3
brick,1,4
brick,1,5
brickstep,1,0
brick,2,-1
brick,2,5
brick,2,1
brick,3,-1
brick,3,0
brick,3,1
brick,3,2
brick,3,3
brick,3,4
brick,3,5
brick,1,-1
brickstep,2,2
brickstep,2,3
chapter1-2,windmill,
