player,0,2
accepted,0,0
upstep,-4,3
brick,-4,-3
brick,-4,-4
rightstep,-3,5
upobj,-3,2
upobj,-3,1
upstep,-3,-1
brick,-3,-3
brick,-3,-4
leftobj,-2,1
brick,-2,-3
brick,-2,-4
rightobj,-1,4
leftstep,-1,2
leftobj,-1,2
brick,-1,-1
brick,-1,-3
brick,-1,-4
brick,0,5
upobj,0,3
upstep,0,3
downobj,0,1
downstep,0,1
brick,0,-1
brick,0,-3
brick,0,-4
rightobj,1,4
rightobj,1,2
rightstep,1,2
leftobj,1,0
brick,1,-1
brick,1,-3
brick,1,-4
rightobj,2,3
brick,2,-3
brick,2,-4
downstep,3,5
downobj,3,3
downobj,3,2
leftstep,3,-1
brick,3,-3
brick,3,-4
downstep,4,1
brick,4,-4
leftobj,-1,0
brick,4,-3
brick,-4,6
brick,-3,6
brick,-2,6
brick,-1,6
brick,0,6
brick,1,6
brick,2,6
brick,3,6
brick,4,6
brick,-4,7
brick,-3,7
brick,-2,7
brick,-1,7
brick,0,7
brick,1,7
brick,2,7
brick,3,7
brick,4,7
chapter2-6,ㄴㅇㄱ,
