player,2,0
accepted,-4,2
robotplayer,-5,2
robotspawner,-3,1
brickstep,-4,1
brickstep,-4,0
brickstep,-4,-1
brick,-2,2
brick,-2,0
brick,-2,-1
brick,-1,5
brick,-1,3
brick,-1,0
brick,-1,-1
upobj,-1,1
upstep,-1,1
brick,-3,3
brick,0,5
brick,0,4
brick,0,3
brick,0,2
brick,0,-2
brick,0,-3
brick,1,3
brick,1,2
brick,1,-2
brick,1,-3
brick,2,3
brick,2,2
brick,2,-2
brick,2,-3
brick,3,3
brick,3,2
brick,3,-2
brick,3,-3
brick,4,3
brick,4,2
brick,4,1
brick,4,0
brick,4,-1
brick,4,-2
brick,4,-3
brick,5,3
brick,5,2
brick,5,1
brick,5,0
brick,5,-1
brick,5,-2
brick,5,-3
brickstep,3,1
brickstep,3,0
brickstep,3,-1
stage 3-1,let's use a robot,
